municipio_distrito;fecha_informe;casos_confirmados_ultimos_14dias;tasa_incidencia_acumulada_ultimos_14dias;casos_confirmados_totales;tasa_incidencia_acumulada_total;codigo_geometria
Madrid-Salamanca;29/05/2020 9:00;39;26,69;1683;1151,92;79604
Madrid-Centro;29/05/2020 9:00;19;14,09;1180;875,06;79601
Madrid-Arganzuela;29/05/2020 9:00;35;22,76;1631;1060,45;79602
Madrid-Chamartín;29/05/2020 9:00;44;30,17;1691;1159,42;79605
Madrid-Tetuán;29/05/2020 9:00;17;10,76;2143;1356,13;79606
Madrid-Chamberí;29/05/2020 9:00;31;22,24;1588;1139,34;79607
Madrid-Fuencarral-El Pardo;29/05/2020 9:00;46;18,7;3029;1231,61;79608
Madrid-Moncloa-Aravaca;29/05/2020 9:00;33;27,63;1455;1218,4;79609
Madrid-Latina;29/05/2020 9:00;85;35,68;2870;1204,78;79610
Madrid-Carabanchel;29/05/2020 9:00;67;26,47;2780;1098,38;79611
Madrid-Usera;29/05/2020 9:00;21;15,03;1424;1019,03;79612
Madrid-Puente de Vallecas;29/05/2020 9:00;84;35,77;3144;1338,69;79613
Madrid-San Blas - Canillejas;29/05/2020 9:00;24;15,18;1488;940,93;79620
Madrid-Barajas;29/05/2020 9:00;7;14,3;433;884,67;79621
Madrid-Moratalaz;29/05/2020 9:00;46;48,64;1377;1456,06;79614
Madrid-Ciudad Lineal;29/05/2020 9:00;36;16,64;2251;1040,76;79615
Madrid-Hortaleza;29/05/2020 9:00;34;18,07;1772;941,62;79616
Madrid-Villaverde;29/05/2020 9:00;23;15,44;1447;971,49;79617
Madrid-Villa de Vallecas;29/05/2020 9:00;20;18,12;1238;1121,73;79618
Madrid-Vicálvaro;29/05/2020 9:00;22;30,52;847;1174,9;79619
Pozuelo de Alarcón;29/05/2020 9:00;22;25,46;812;939,58;1150
Alcorcón;29/05/2020 9:00;39;22,87;1897;1112,52;72
Navalcarnero;29/05/2020 9:00;13;44,37;190;648,51;967
San Agustín del Guadalix;29/05/2020 9:00;18;134,54;81;605,43;1296
Las Rozas de Madrid;29/05/2020 9:00;11;11,48;817;852,69;1277
Moraleja de Enmedio;29/05/2020 9:00;;19,47;27;525,7;894
Valdaracete;29/05/2020 9:00;;164,2;7;1149,43;1551
Pozuelo del Rey;29/05/2020 9:00;;87,18;;261,55;1163
Puebla de la Sierra;29/05/2020 9:00;;0;;0;1185
Perales de Tajuña;29/05/2020 9:00;;0;11;374,79;1104
Valdemorillo;29/05/2020 9:00;;7,99;49;391,44;1603
Navalafuente;29/05/2020 9:00;;0;7;483,09;941
Velilla de San Antonio;29/05/2020 9:00;;16,35;75;612,95;1678
Villanueva de la Cañada;29/05/2020 9:00;10;46,63;163;760,08;1760
Villanueva del Pardillo;29/05/2020 9:00;;11,64;106;617;1776
Nuevo Baztán;29/05/2020 9:00;;47,8;32;509,88;1006
Villamantilla;29/05/2020 9:00;;69,4;8;555,17;1757
Villamanta;29/05/2020 9:00;;0;12;469,67;1744
Cabanillas de la Sierra;29/05/2020 9:00;;0;10;1322,75;297
Cenicientos;29/05/2020 9:00;;49,19;31;1524,84;376
Puentes Viejas;29/05/2020 9:00;;0;;294,55;9020
Aranjuez;29/05/2020 9:00;8;13,42;459;770,04;133
Cercedilla;29/05/2020 9:00;;42,7;118;1679,48;382
Santorcaz;29/05/2020 9:00;;0;7;790,07;1369
Coslada;29/05/2020 9:00;18;22,04;832;1018,85;493
Morata de Tajuña;29/05/2020 9:00;;0;98;1275,54;915
Robregordo;29/05/2020 9:00;;0;;0;1261
Navarredonda y San Mamés;29/05/2020 9:00;;0;;1550,39;973
Venturada;29/05/2020 9:00;;0;;138,7;1697
Navacerrada;29/05/2020 9:00;;33,65;19;639,3;936
Montejo de la Sierra;29/05/2020 9:00;;0;;283,29;881
Fresno de Torote;29/05/2020 9:00;;0;14;630,35;571
Pinilla del Valle;29/05/2020 9:00;;0;;0;1126
Valdemaqueda;29/05/2020 9:00;;0;;640,2;1599
Navas del Rey;29/05/2020 9:00;;34,27;82;2810,14;992
Olmeda de las Fuentes;29/05/2020 9:00;;0;;862,07;1013
Bustarviejo;29/05/2020 9:00;;39,95;9;359,57;284
Becerril de la Sierra;29/05/2020 9:00;;35;34;595,03;186
Fuenlabrada;29/05/2020 9:00;41;21,17;1612;832,21;587
Garganta de los Montes;29/05/2020 9:00;;0;;288,18;626
Pinto;29/05/2020 9:00;14;26,65;301;573,05;1132
Alameda del Valle;29/05/2020 9:00;;0;;0;35
Berzosa del Lozoya;29/05/2020 9:00;;0;;975,61;203
Los Santos de la Humosa;29/05/2020 9:00;;0;20;772,2;1375
El Álamo;29/05/2020 9:00;6;63,36;94;992,61;40
Pelayos de la Presa;29/05/2020 9:00;;0;18;693,37;1090
Galapagar;29/05/2020 9:00;;14,82;282;835,75;611
Griñón;29/05/2020 9:00;;9,69;100;969,09;663
Gargantilla del Lozoya y Pinilla de Buitrago;29/05/2020 9:00;;0;;949,37;632
Aldea del Fresno;29/05/2020 9:00;;35,24;59;2078,93;88
Carabaña;29/05/2020 9:00;;0;14;696,52;357
Talamanca de Jarama;29/05/2020 9:00;;51,85;61;1581,54;1454
Chapinería;29/05/2020 9:00;;42,96;8;343,64;513
Ciempozuelos;29/05/2020 9:00;7;28,46;253;1028,79;409
Ajalvir;29/05/2020 9:00;;0;32;679,12;29
San Lorenzo de El Escorial;29/05/2020 9:00;;27,22;147;800,26;1317
Gascones;29/05/2020 9:00;;0;;0;647
San Martín de la Vega;29/05/2020 9:00;6;31,3;97;506;1322
Móstoles;29/05/2020 9:00;54;25,81;2191;1047,4;920
Leganés;29/05/2020 9:00;107;56,36;3159;1663,85;745
Braojos;29/05/2020 9:00;;0;;975,61;246
Cubas de la Sagra;29/05/2020 9:00;;15,59;30;467,8;506
Algete;29/05/2020 9:00;;19,41;119;577,36;91
Mejorada del Campo;29/05/2020 9:00;;12,89;188;807,77;843
Loeches;29/05/2020 9:00;;0;49;557,39;758
Parla;29/05/2020 9:00;19;14,6;776;596,35;1065
Fuentidueña de Tajo;29/05/2020 9:00;;48,71;19;925,47;604
Ambite;29/05/2020 9:00;;0;7;1182,43;112
Torremocha de Jarama;29/05/2020 9:00;7;686,95;15;1472,03;1533
Anchuelo;29/05/2020 9:00;;0;7;550,75;127
Los Molinos;29/05/2020 9:00;;0;53;1207,56;875
Soto del Real;29/05/2020 9:00;;0;66;750,09;1441
Valverde de Alcalá;29/05/2020 9:00;;0;8;1720,43;1662
Fuente el Saz de Jarama;29/05/2020 9:00;;29,87;38;567,5;590
El Atazar;28/05/2020 9:00;;0;;0;164
Horcajo de la Sierra-Aoslos;29/05/2020 9:00;;0;;2758,62;702
Valdeolmos-Alalpardo;29/05/2020 9:00;;0;11;265,96;1625
Campo Real;29/05/2020 9:00;;48,31;28;450,89;339
Valdeavero;29/05/2020 9:00;;64,35;9;579,15;1564
Villamanrique de Tajo;29/05/2020 9:00;;0;;568,99;1739
Cobeña;29/05/2020 9:00;8;107,7;83;1117,39;416
Fresnedillas de la Oliva;29/05/2020 9:00;;0;9;572,52;565
Valdilecha;29/05/2020 9:00;;0;18;613,71;1659
El Berrueco;29/05/2020 9:00;;0;8;1052,63;210
Pezuela de las Torres;29/05/2020 9:00;;0;;237,53;1111
Villar del Olmo;29/05/2020 9:00;;0;;198,91;1795
Guadarrama;29/05/2020 9:00;7;43,66;224;1397,21;685
San Martín de Valdeiglesias;29/05/2020 9:00;;47,29;94;1111,24;1338
Torrelodones;29/05/2020 9:00;;16,87;347;1463,09;1527
Boadilla del Monte;29/05/2020 9:00;7;12,83;378;692,69;225
Torrejón de Velasco;29/05/2020 9:00;;45,64;22;502,05;1505
Villanueva de Perales;29/05/2020 9:00;;0;;319,9;1782
Tielmes;29/05/2020 9:00;;37,74;34;1283,02;1467
San Sebastián de los Reyes;29/05/2020 9:00;48;53,77;554;620,55;1343
Guadalix de la Sierra;29/05/2020 9:00;;0;50;804,63;679
Humanes de Madrid;29/05/2020 9:00;;10,13;124;628,07;730
Chinchón;29/05/2020 9:00;;18,76;28;525,23;528
Cadalso de los Vidrios;29/05/2020 9:00;;65,81;11;361,96;318
Hoyo de Manzanares;29/05/2020 9:00;;47,43;41;486,13;724
Torrejón de la Calzada;29/05/2020 9:00;;22,54;41;462,13;1492
Estremera;29/05/2020 9:00;;0;9;714,29;552
Corpa;29/05/2020 9:00;;0;6;841,51;480
Meco;29/05/2020 9:00;10;69,91;141;985,67;838
Madarcos;29/05/2020 9:00;;0;;0;783
Zarzalejo;29/05/2020 9:00;;60,31;34;2050,66;1837
Arganda del Rey;29/05/2020 9:00;11;19,86;362;653,56;148
Collado Mediano;29/05/2020 9:00;;0;32;459,9;468
Daganzo de Arriba;29/05/2020 9:00;;0;41;401,76;534
Manzanares El Real;29/05/2020 9:00;;11,31;44;497,74;822
Buitrago del Lozoya;29/05/2020 9:00;;0;15;796,18;278
Valdelaguna;29/05/2020 9:00;;0;;106,72;1570
Valdepiélagos;29/05/2020 9:00;;0;;0;1631
Casarrubuelos;29/05/2020 9:00;;0;11;291,16;360
Miraflores de la Sierra;29/05/2020 9:00;;32,74;39;638,51;856
Paracuellos de Jarama;29/05/2020 9:00;;3,96;72;284,93;1049
El Vellón;29/05/2020 9:00;;0;14;715,02;1684
Lozoya;29/05/2020 9:00;;0;;172,12;761
Collado Villalba;29/05/2020 9:00;13;20,41;539;846,43;474
Colmenarejo;29/05/2020 9:00;;0;47;514,79;442
Villavieja del Lozoya;29/05/2020 9:00;;0;;0;1821
Prádena del Rincón;29/05/2020 9:00;;0;;0;1179
La Cabrera;29/05/2020 9:00;;37,5;12;449,94;301
Sevilla la Nueva;29/05/2020 9:00;;32,2;142;1523,93;1415
La Acebeda;29/05/2020 9:00;;0;;0;14
Redueña;29/05/2020 9:00;;0;;769,23;1219
Robledillo de la Jara;29/05/2020 9:00;;0;;1250;1245
La Serna del Monte;29/05/2020 9:00;;0;;0;1381
Colmenar de Oreja;29/05/2020 9:00;;24,9;29;361,06;437
Rozas de Puerto Real;29/05/2020 9:00;;188,68;;754,72;1283
Valdemanco;29/05/2020 9:00;;109,41;;218,82;1586
Brunete;29/05/2020 9:00;;9,31;115;1071,16;262
Titulcia;29/05/2020 9:00;;0;9;685,45;1473
Villa del Prado;29/05/2020 9:00;;61,35;129;1978,53;1718
Lozoyuela-Navas-Sieteiglesias;29/05/2020 9:00;;0;;230,95;9015
Quijorna;29/05/2020 9:00;;29,08;33;959,58;1198
Valdemoro;29/05/2020 9:00;25;32,9;832;1094,98;1610
Tres Cantos;29/05/2020 9:00;;6,29;426;892,67;9036
Torrelaguna;29/05/2020 9:00;;0;24;504,2;1512
Rivas-Vaciamadrid;29/05/2020 9:00;10;11,34;576;653,43;1230
El Atazar;29/05/2020 9:00;;0;;0;164
Pinilla del Valle;28/05/2020 9:00;;0;;0;1126
Pedrezuela;29/05/2020 9:00;;50,92;28;475,22;1087
Santa María de la Alameda;29/05/2020 9:00;;0;6;478,47;1356
Pinilla del Valle;26/05/2020 9:00;;0;;0;1126
Horcajuelo de la Sierra;29/05/2020 9:00;;0;;0;719
Arroyomolinos;29/05/2020 9:00;;9,56;184;586,06;151
Moralzarzal;29/05/2020 9:00;;15,35;77;591,13;908
Canencia;29/05/2020 9:00;;223,71;;671,14;344
Villarejo de Salvanés;29/05/2020 9:00;;27,27;39;531,7;1809
Serranillos del Valle;29/05/2020 9:00;;24,01;35;840,34;1408
Villaviciosa de Odón;29/05/2020 9:00;6;21,56;221;793,96;1816
Camarma de Esteruelas;29/05/2020 9:00;;0;43;586,15;323
Robledo de Chavela;29/05/2020 9:00;;0;27;632,32;1258
Patones;29/05/2020 9:00;;184,84;7;1293,9;1071
Navalagamella;29/05/2020 9:00;;0;6;229,89;954
Rascafría;29/05/2020 9:00;;0;6;360,58;1202
El Boalo;29/05/2020 9:00;;26,64;44;586,04;231
Majadahonda;29/05/2020 9:00;14;19,49;601;836,74;800
Batres;29/05/2020 9:00;;0;8;475,06;170
Alcobendas;29/05/2020 9:00;23;19,65;823;703,18;66
Alcalá de Henares;29/05/2020 9:00;37;18,91;2427;1240,49;53
Colmenar Viejo;29/05/2020 9:00;6;11,82;431;849,23;455
San Fernando de Henares;29/05/2020 9:00;11;27,9;431;1093,02;1300
Villalbilla;29/05/2020 9:00;;0;93;670,13;1723
El Escorial;29/05/2020 9:00;;24,75;139;860,04;549
Colmenar del Arroyo;29/05/2020 9:00;;0;51;2956,52;421
Torrejón de Ardoz;29/05/2020 9:00;13;9,9;1012;770,31;1489
Piñuécar-Gandullas;29/05/2020 9:00;;0;;0;1147
Brea de Tajo;29/05/2020 9:00;;0;6;1145,04;259
El Molar;29/05/2020 9:00;;0;38;425,15;869
Belmonte de Tajo;29/05/2020 9:00;;0;;300,48;199
Torres de la Alameda;29/05/2020 9:00;;12,86;77;989,84;1548
Somosierra;29/05/2020 9:00;;0;;2325,58;1436
Alpedrete;29/05/2020 9:00;;6,86;144;987,99;105
Gascones;19/05/2020 9:00;;0;;0;647
Orusco de Tajuña;29/05/2020 9:00;;0;17;1366,56;1028
La Hiruela;29/05/2020 9:00;;0;;3508,77;698
Cervera de Buitrago;29/05/2020 9:00;;0;;2000;395
Gascones;20/05/2020 9:00;;0;;0;647
Getafe;29/05/2020 9:00;37;20,18;1428;778,74;650
Ribatejada;29/05/2020 9:00;;0;;255,43;1224
Villaconejos;29/05/2020 9:00;;0;9;265,64;1701
Valdetorres de Jarama;29/05/2020 9:00;;0;18;400,27;1646
Madrid-Retiro;28/05/2020 9:00;33;27,66;1505;1261,35;79603
Madrid-Salamanca;28/05/2020 9:00;42;28,75;1679;1149,18;79604
Madrid-Centro;28/05/2020 9:00;17;12,61;1175;871,35;79601
Madrid-Arganzuela;28/05/2020 9:00;35;22,76;1623;1055,25;79602
Madrid-Chamartín;28/05/2020 9:00;44;30,17;1687;1156,68;79605
Madrid-Tetuán;28/05/2020 9:00;17;10,76;2133;1349,8;79606
Madrid-Chamberí;28/05/2020 9:00;28;20,09;1582;1135,03;79607
Madrid-Fuencarral-El Pardo;28/05/2020 9:00;48;19,52;3021;1228,35;79608
Madrid-Moncloa-Aravaca;28/05/2020 9:00;34;28,47;1452;1215,89;79609
Madrid-Latina;28/05/2020 9:00;89;37,36;2862;1201,42;79610
Madrid-Carabanchel;28/05/2020 9:00;59;23,31;2767;1093,25;79611
Madrid-Usera;28/05/2020 9:00;20;14,31;1416;1013,3;79612
Madrid-Puente de Vallecas;28/05/2020 9:00;88;37,47;3131;1333,15;79613
Madrid-San Blas - Canillejas;28/05/2020 9:00;26;16,44;1484;938,4;79620
Madrid-Barajas;28/05/2020 9:00;7;14,3;431;880,58;79621
Madrid-Moratalaz;28/05/2020 9:00;49;51,81;1366;1444,43;79614
Madrid-Ciudad Lineal;28/05/2020 9:00;38;17,57;2243;1037,06;79615
Madrid-Hortaleza;28/05/2020 9:00;38;20,19;1769;940,02;79616
Madrid-Villaverde;28/05/2020 9:00;23;15,44;1444;969,48;79617
Madrid-Villa de Vallecas;28/05/2020 9:00;21;19,03;1229;1113,58;79618
Madrid-Vicálvaro;28/05/2020 9:00;22;30,52;844;1170,74;79619
Pozuelo de Alarcón;28/05/2020 9:00;20;23,14;809;936,1;1150
Alcorcón;28/05/2020 9:00;41;24,04;1892;1109,59;72
Navalcarnero;28/05/2020 9:00;10;34,13;186;634,86;967
Becerril de la Sierra;28/05/2020 9:00;;0;32;560,03;186
San Agustín del Guadalix;28/05/2020 9:00;18;134,54;81;605,43;1296
Las Rozas de Madrid;28/05/2020 9:00;13;13,57;816;851,65;1277
Moraleja de Enmedio;28/05/2020 9:00;;19,47;27;525,7;894
Valdaracete;28/05/2020 9:00;;164,2;7;1149,43;1551
Pozuelo del Rey;28/05/2020 9:00;;0;;174,37;1163
Puebla de la Sierra;28/05/2020 9:00;;0;;0;1185
Perales de Tajuña;28/05/2020 9:00;;0;10;340,72;1104
Valdemorillo;28/05/2020 9:00;;7,99;49;391,44;1603
Navalafuente;28/05/2020 9:00;;0;7;483,09;941
Velilla de San Antonio;28/05/2020 9:00;;16,35;74;604,77;1678
Villanueva de la Cañada;28/05/2020 9:00;;23,32;157;732,11;1760
Villanueva del Pardillo;28/05/2020 9:00;;11,64;106;617;1776
Nuevo Baztán;28/05/2020 9:00;;15,93;30;478,01;1006
Villamantilla;28/05/2020 9:00;;69,4;8;555,17;1757
Villamanta;28/05/2020 9:00;;0;12;469,67;1744
Cabanillas de la Sierra;28/05/2020 9:00;;0;10;1322,75;297
Cenicientos;28/05/2020 9:00;;0;30;1475,65;376
Puentes Viejas;28/05/2020 9:00;;0;;294,55;9020
Aranjuez;28/05/2020 9:00;10;16,78;456;765,01;133
Cercedilla;28/05/2020 9:00;;42,7;118;1679,48;382
Santorcaz;28/05/2020 9:00;;0;7;790,07;1369
Coslada;28/05/2020 9:00;17;20,82;827;1012,72;493
Morata de Tajuña;28/05/2020 9:00;;0;98;1275,54;915
Robregordo;28/05/2020 9:00;;0;;0;1261
Navarredonda y San Mamés;28/05/2020 9:00;;0;;1550,39;973
Venturada;28/05/2020 9:00;;0;;138,7;1697
Navacerrada;28/05/2020 9:00;;33,65;19;639,3;936
Montejo de la Sierra;28/05/2020 9:00;;0;;283,29;881
Fresno de Torote;28/05/2020 9:00;;0;14;630,35;571
Valdemaqueda;28/05/2020 9:00;;0;;640,2;1599
Navas del Rey;28/05/2020 9:00;;0;80;2741,6;992
Olmeda de las Fuentes;28/05/2020 9:00;;0;;862,07;1013
Bustarviejo;28/05/2020 9:00;;39,95;9;359,57;284
Fuenlabrada;28/05/2020 9:00;44;22,72;1606;829,12;587
Garganta de los Montes;28/05/2020 9:00;;0;;288,18;626
Pinto;28/05/2020 9:00;13;24,75;300;571,15;1132
Alameda del Valle;28/05/2020 9:00;;0;;0;35
Berzosa del Lozoya;28/05/2020 9:00;;0;;975,61;203
Los Santos de la Humosa;28/05/2020 9:00;;0;20;772,2;1375
El Álamo;28/05/2020 9:00;;42,24;92;971,49;40
Pelayos de la Presa;28/05/2020 9:00;;0;18;693,37;1090
Galapagar;28/05/2020 9:00;6;17,78;282;835,75;611
Griñón;28/05/2020 9:00;;9,69;100;969,09;663
Gargantilla del Lozoya y Pinilla de Buitrago;28/05/2020 9:00;;0;;949,37;632
Aldea del Fresno;28/05/2020 9:00;;35,24;58;2043,69;88
Carabaña;28/05/2020 9:00;;0;14;696,52;357
Talamanca de Jarama;28/05/2020 9:00;;51,85;61;1581,54;1454
Chapinería;28/05/2020 9:00;;0;7;300,69;513
Ciempozuelos;28/05/2020 9:00;9;36,6;251;1020,66;409
Ajalvir;28/05/2020 9:00;9;191;24;509,34;29
San Lorenzo de El Escorial;28/05/2020 9:00;;21,78;146;794,82;1317
Gascones;28/05/2020 9:00;;0;;0;647
San Martín de la Vega;28/05/2020 9:00;6;31,3;97;506;1322
Móstoles;28/05/2020 9:00;51;24,38;2181;1042,62;920
Leganés;28/05/2020 9:00;99;52,14;3145;1656,48;745
Braojos;28/05/2020 9:00;;0;;975,61;246
Cubas de la Sagra;28/05/2020 9:00;;15,59;30;467,8;506
Algete;28/05/2020 9:00;;19,41;119;577,36;91
Mejorada del Campo;28/05/2020 9:00;;12,89;188;807,77;843
Loeches;28/05/2020 9:00;;0;49;557,39;758
Parla;28/05/2020 9:00;20;15,37;774;594,82;1065
Fuentidueña de Tajo;28/05/2020 9:00;;48,71;19;925,47;604
Ambite;28/05/2020 9:00;;0;7;1182,43;112
Torremocha de Jarama;28/05/2020 9:00;7;686,95;15;1472,03;1533
Anchuelo;28/05/2020 9:00;;0;7;550,75;127
Los Molinos;28/05/2020 9:00;;0;53;1207,56;875
Soto del Real;28/05/2020 9:00;;11,36;66;750,09;1441
Valverde de Alcalá;28/05/2020 9:00;;0;8;1720,43;1662
Fuente el Saz de Jarama;28/05/2020 9:00;;29,87;38;567,5;590
Pinilla del Valle;23/05/2020 9:00;;0;;0;1126
Horcajo de la Sierra-Aoslos;28/05/2020 9:00;;0;;2758,62;702
Valdeolmos-Alalpardo;28/05/2020 9:00;;0;11;265,96;1625
Campo Real;28/05/2020 9:00;;64,41;28;450,89;339
Valdeavero;28/05/2020 9:00;;64,35;9;579,15;1564
Villamanrique de Tajo;28/05/2020 9:00;;0;;568,99;1739
Cobeña;28/05/2020 9:00;8;107,7;83;1117,39;416
Fresnedillas de la Oliva;28/05/2020 9:00;;0;9;572,52;565
Valdilecha;28/05/2020 9:00;;0;18;613,71;1659
El Berrueco;28/05/2020 9:00;;0;8;1052,63;210
Pezuela de las Torres;28/05/2020 9:00;;0;;237,53;1111
Villar del Olmo;28/05/2020 9:00;;0;;198,91;1795
Guadarrama;28/05/2020 9:00;9;56,14;224;1397,21;685
San Martín de Valdeiglesias;28/05/2020 9:00;;47,29;94;1111,24;1338
Torrelodones;28/05/2020 9:00;;16,87;346;1458,87;1527
Boadilla del Monte;28/05/2020 9:00;8;14,66;376;689,02;225
Torrejón de Velasco;28/05/2020 9:00;;45,64;22;502,05;1505
Villanueva de Perales;28/05/2020 9:00;;0;;319,9;1782
Tielmes;28/05/2020 9:00;;37,74;34;1283,02;1467
San Sebastián de los Reyes;28/05/2020 9:00;59;66,09;553;619,43;1343
Guadalix de la Sierra;28/05/2020 9:00;;0;50;804,63;679
Humanes de Madrid;28/05/2020 9:00;;10,13;124;628,07;730
Chinchón;28/05/2020 9:00;;37,52;28;525,23;528
Cadalso de los Vidrios;28/05/2020 9:00;;65,81;10;329,06;318
Hoyo de Manzanares;28/05/2020 9:00;;47,43;41;486,13;724
Torrejón de la Calzada;28/05/2020 9:00;;22,54;40;450,86;1492
Estremera;28/05/2020 9:00;;0;9;714,29;552
Corpa;28/05/2020 9:00;;0;6;841,51;480
Meco;28/05/2020 9:00;10;69,91;139;971,69;838
Madarcos;28/05/2020 9:00;;0;;0;783
Zarzalejo;28/05/2020 9:00;;60,31;34;2050,66;1837
Arganda del Rey;28/05/2020 9:00;12;21,66;360;649,95;148
Collado Mediano;28/05/2020 9:00;;0;32;459,9;468
Daganzo de Arriba;28/05/2020 9:00;;0;41;401,76;534
Manzanares El Real;28/05/2020 9:00;;11,31;44;497,74;822
Buitrago del Lozoya;28/05/2020 9:00;;0;15;796,18;278
Valdelaguna;28/05/2020 9:00;;0;;106,72;1570
Valdepiélagos;28/05/2020 9:00;;0;;0;1631
Casarrubuelos;28/05/2020 9:00;;0;11;291,16;360
Miraflores de la Sierra;28/05/2020 9:00;;49,12;39;638,51;856
Paracuellos de Jarama;28/05/2020 9:00;;3,96;72;284,93;1049
El Vellón;28/05/2020 9:00;;0;14;715,02;1684
Lozoya;28/05/2020 9:00;;0;;172,12;761
Collado Villalba;28/05/2020 9:00;16;25,13;537;843,29;474
Colmenarejo;28/05/2020 9:00;;0;47;514,79;442
Villavieja del Lozoya;28/05/2020 9:00;;0;;0;1821
Prádena del Rincón;28/05/2020 9:00;;0;;0;1179
La Cabrera;28/05/2020 9:00;;37,5;12;449,94;301
Sevilla la Nueva;28/05/2020 9:00;;10,73;139;1491,74;1415
La Acebeda;28/05/2020 9:00;;0;;0;14
Redueña;28/05/2020 9:00;;0;;769,23;1219
Robledillo de la Jara;28/05/2020 9:00;;0;;1250;1245
La Serna del Monte;28/05/2020 9:00;;0;;0;1381
Colmenar de Oreja;28/05/2020 9:00;;24,9;29;361,06;437
Rozas de Puerto Real;28/05/2020 9:00;;0;;566,04;1283
Valdemanco;28/05/2020 9:00;;109,41;;218,82;1586
Brunete;28/05/2020 9:00;;9,31;115;1071,16;262
Titulcia;28/05/2020 9:00;;0;9;685,45;1473
Villa del Prado;28/05/2020 9:00;;30,67;126;1932,52;1718
Lozoyuela-Navas-Sieteiglesias;28/05/2020 9:00;;0;;230,95;9015
Quijorna;28/05/2020 9:00;;29,08;33;959,58;1198
Valdemoro;28/05/2020 9:00;25;32,9;827;1088,4;1610
Tres Cantos;28/05/2020 9:00;28;58,67;426;892,67;9036
Torrelaguna;28/05/2020 9:00;;0;24;504,2;1512
Rivas-Vaciamadrid;28/05/2020 9:00;10;11,34;572;648,89;1230
Pedrezuela;28/05/2020 9:00;;33,94;27;458,25;1087
Santa María de la Alameda;28/05/2020 9:00;;0;6;478,47;1356
Horcajuelo de la Sierra;28/05/2020 9:00;;0;;0;719
Arroyomolinos;28/05/2020 9:00;;12,74;184;586,06;151
Moralzarzal;28/05/2020 9:00;;15,35;77;591,13;908
Canencia;28/05/2020 9:00;;223,71;;671,14;344
Villarejo de Salvanés;28/05/2020 9:00;;27,27;39;531,7;1809
Serranillos del Valle;28/05/2020 9:00;;48,02;35;840,34;1408
Villaviciosa de Odón;28/05/2020 9:00;6;21,56;220;790,37;1816
Camarma de Esteruelas;28/05/2020 9:00;;0;42;572,52;323
Robledo de Chavela;28/05/2020 9:00;;0;27;632,32;1258
Patones;28/05/2020 9:00;;184,84;7;1293,9;1071
Navalagamella;28/05/2020 9:00;;0;6;229,89;954
Rascafría;28/05/2020 9:00;;0;6;360,58;1202
El Boalo;28/05/2020 9:00;;39,96;44;586,04;231
Majadahonda;28/05/2020 9:00;16;22,28;600;835,35;800
Batres;28/05/2020 9:00;;0;8;475,06;170
Alcobendas;28/05/2020 9:00;28;23,92;821;701,47;66
Alcalá de Henares;28/05/2020 9:00;39;19,93;2397;1225,15;53
Colmenar Viejo;28/05/2020 9:00;6;11,82;430;847,26;455
San Fernando de Henares;28/05/2020 9:00;9;22,82;427;1082,88;1300
Villalbilla;28/05/2020 9:00;;7,21;93;670,13;1723
El Escorial;28/05/2020 9:00;;24,75;138;853,85;549
Colmenar del Arroyo;28/05/2020 9:00;;0;51;2956,52;421
Torrejón de Ardoz;28/05/2020 9:00;16;12,18;1010;768,79;1489
Piñuécar-Gandullas;28/05/2020 9:00;;0;;0;1147
Brea de Tajo;28/05/2020 9:00;;0;6;1145,04;259
El Molar;28/05/2020 9:00;;11,19;38;425,15;869
Belmonte de Tajo;28/05/2020 9:00;;0;;300,48;199
Torres de la Alameda;28/05/2020 9:00;;12,86;77;989,84;1548
Somosierra;28/05/2020 9:00;;0;;2325,58;1436
Alpedrete;28/05/2020 9:00;;6,86;144;987,99;105
Orusco de Tajuña;28/05/2020 9:00;;0;17;1366,56;1028
La Hiruela;28/05/2020 9:00;;0;;3508,77;698
Cervera de Buitrago;28/05/2020 9:00;;0;;2000;395
Getafe;28/05/2020 9:00;64;34,9;1422;775,46;650
Ribatejada;28/05/2020 9:00;;0;;255,43;1224
Villaconejos;28/05/2020 9:00;;0;9;265,64;1701
Valdetorres de Jarama;28/05/2020 9:00;;0;18;400,27;1646
Madrid-Retiro;27/05/2020 9:00;36;30,17;1501;1257,99;79603
Madrid-Salamanca;27/05/2020 9:00;33;22,59;1664;1138,91;79604
Madrid-Centro;27/05/2020 9:00;18;13,35;1173;869,87;79601
Madrid-Arganzuela;27/05/2020 9:00;35;22,76;1620;1053,3;79602
Madrid-Chamartín;27/05/2020 9:00;40;27,43;1682;1153,25;79605
Madrid-Tetuán;27/05/2020 9:00;19;12,02;2131;1348,54;79606
Madrid-Chamberí;27/05/2020 9:00;35;25,11;1577;1131,45;79607
Madrid-Fuencarral-El Pardo;27/05/2020 9:00;45;18,3;3015;1225,91;79608
Madrid-Moncloa-Aravaca;27/05/2020 9:00;34;28,47;1448;1212,54;79609
Madrid-Latina;27/05/2020 9:00;81;34;2847;1195,12;79610
Madrid-Carabanchel;27/05/2020 9:00;66;26,08;2757;1089,3;79611
Madrid-Usera;27/05/2020 9:00;23;16,46;1414;1011,87;79612
Madrid-Puente de Vallecas;27/05/2020 9:00;90;38,32;3115;1326,34;79613
Madrid-San Blas - Canillejas;27/05/2020 9:00;31;19,6;1480;935,87;79620
