municipio_distrito;fecha_informe;casos_confirmados_ultimos_14dias;tasa_incidencia_acumulada_ultimos_14dias;casos_confirmados_totales;tasa_incidencia_acumulada_total;codigo_geometria
Soto del Real                               ;04/04/2020 7:00;30;340,95;35;397,77;1441
Valverde de Alcalá                          ;04/04/2020 7:00;;860,22;6;1290,32;1662
Fuente el Saz de Jarama                     ;04/04/2020 7:00;;59,74;8;119,47;590
Horcajo de la Sierra-Aoslos                 ;04/04/2020 7:00;;689,66;;1379,31;702
Valdeolmos-Alalpardo                        ;04/04/2020 7:00;6;145,07;6;145,07;1625
Campo Real                                  ;04/04/2020 7:00;12;193,24;15;241,55;339
Valdeavero                                  ;04/04/2020 7:00;;321,75;7;450,45;1564
Villamanrique de Tajo                       ;04/04/2020 7:00;;284,5;;284,5;1739
Cobeña                                      ;04/04/2020 7:00;14;188,48;23;309,64;416
Fresnedillas de la Oliva                    ;04/04/2020 7:00;;0;;127,23;565
Valdilecha                                  ;04/04/2020 7:00;8;272,76;8;272,76;1659
El Berrueco                                 ;04/04/2020 7:00;;263,16;;263,16;210
Pezuela de las Torres                       ;04/04/2020 7:00;;118,76;;237,53;1111
Villar del Olmo                             ;04/04/2020 7:00;;149,18;;149,18;1795
Guadarrama                                  ;04/04/2020 7:00;34;212,08;54;336,83;685
San Martín de Valdeiglesias                 ;04/04/2020 7:00;24;283,72;42;496,51;1338
Torrelodones                                ;04/04/2020 7:00;47;198,17;80;337,31;1527
Boadilla del Monte                          ;04/04/2020 7:00;85;155,76;153;280,37;225
Torrejón de Velasco                         ;04/04/2020 7:00;7;159,74;13;296,67;1505
Villanueva de Perales                       ;04/04/2020 7:00;;191,94;;191,94;1782
Tielmes                                     ;04/04/2020 7:00;25;943,4;26;981,13;1467
San Sebastián de los Reyes                  ;04/04/2020 7:00;161;180,34;218;244,19;1343
Guadalix de la Sierra                       ;04/04/2020 7:00;18;289,67;19;305,76;679
Humanes de Madrid                           ;04/04/2020 7:00;40;202,6;63;319,1;730
Chinchón                                    ;04/04/2020 7:00;9;168,82;12;225,1;528
Cadalso de los Vidrios                      ;04/04/2020 7:00;;164,53;;164,53;318
Hoyo de Manzanares                          ;04/04/2020 7:00;10;118,57;17;201,57;724
Torrejón de la Calzada                      ;04/04/2020 7:00;9;101,44;16;180,34;1492
Estremera                                   ;04/04/2020 7:00;;79,37;;79,37;552
Corpa                                       ;04/04/2020 7:00;6;841,51;6;841,51;480
Meco                                        ;04/04/2020 7:00;57;398,46;97;678,08;838
Arganda del Rey                             ;04/04/2020 7:00;144;259,98;184;332,2;148
Collado Mediano                             ;04/04/2020 7:00;6;86,23;9;129,35;468
Daganzo de Arriba                           ;04/04/2020 7:00;17;166,59;33;323,37;534
Manzanares El Real                          ;04/04/2020 7:00;17;192,31;22;248,87;822
Buitrago del Lozoya                         ;04/04/2020 7:00;;212,31;10;530,79;278
Valdelaguna                                 ;04/04/2020 7:00;;106,72;;106,72;1570
Valdepiélagos                               ;04/04/2020 7:00;;0;;0;1631
Casarrubuelos                               ;04/04/2020 7:00;;52,94;6;158,81;360
Miraflores de la Sierra                     ;04/04/2020 7:00;11;180,09;22;360,18;856
Paracuellos de Jarama                       ;04/04/2020 7:00;25;98,94;43;170,17;1049
El Vellón                                   ;04/04/2020 7:00;7;357,51;9;459,65;1684
Lozoya                                      ;04/04/2020 7:00;;0;;172,12;761
Collado Villalba                            ;04/04/2020 7:00;110;172,74;170;266,96;474
Colmenarejo                                 ;04/04/2020 7:00;7;76,67;16;175,25;442
Villavieja del Lozoya                       ;04/04/2020 7:00;;0;;0;1821
Prádena del Rincón                          ;04/04/2020 7:00;;0;;0;1179
La Cabrera                                  ;04/04/2020 7:00;7;262,47;8;299,96;301
Sevilla la Nueva                            ;04/04/2020 7:00;10;107,32;17;182,44;1415
La Acebeda                                  ;04/04/2020 7:00;;0;;0;14
Redueña                                     ;04/04/2020 7:00;;0;;384,62;1219
Robledillo de la Jara                       ;04/04/2020 7:00;;0;;0;1245
La Serna del Monte                          ;04/04/2020 7:00;;0;;0;1381
Colmenar de Oreja                           ;04/04/2020 7:00;8;99,6;12;149,4;437
Rozas de Puerto Real                        ;04/04/2020 7:00;;0;;0;1283
Valdemanco                                  ;04/04/2020 7:00;;0;;0;1586
Brunete                                     ;04/04/2020 7:00;17;158,35;44;409,84;262
Titulcia                                    ;04/04/2020 7:00;;228,48;;380,81;1473
Villa del Prado                             ;04/04/2020 7:00;25;383,44;31;475,46;1718
Lozoyuela-Navas-Sieteiglesias               ;04/04/2020 7:00;;0;;0;9015
Quijorna                                    ;04/04/2020 7:00;6;174,47;11;319,86;1198
Valdemoro                                   ;04/04/2020 7:00;170;223,73;503;661,99;1610
Belmonte de Tajo                            ;04/04/2020 7:00;;120,19;;120,19;199
Tres Cantos                                 ;04/04/2020 7:00;111;232,6;170;356,23;9036
Torrelaguna                                 ;04/04/2020 7:00;;105,04;7;147,06;1512
Rivas-Vaciamadrid                           ;04/04/2020 7:00;271;307,43;359;407,26;1230
El Atazar                                   ;04/04/2020 7:00;;0;;0;164
Pedrezuela                                  ;04/04/2020 7:00;;84,86;7;118,81;1087
Arroyomolinos                               ;04/04/2020 7:00;76;242,07;91;289,85;151
Moralzarzal                                 ;04/04/2020 7:00;29;222,63;34;261,02;908
Canencia                                    ;04/04/2020 7:00;;223,71;;223,71;344
Villarejo de Salvanés                       ;04/04/2020 7:00;23;313,57;29;395,36;1809
Serranillos del Valle                       ;04/04/2020 7:00;10;240,1;17;408,16;1408
Villaviciosa de Odón                        ;04/04/2020 7:00;76;273,04;119;427,52;1816
Camarma de Esteruelas                       ;04/04/2020 7:00;18;245,37;33;449,84;323
Robledo de Chavela                          ;04/04/2020 7:00;7;163,93;9;210,77;1258
Patones                                     ;04/04/2020 7:00;;0;;184,84;1071
Navalagamella                               ;04/04/2020 7:00;;76,63;;191,57;954
Rascafría                                   ;04/04/2020 7:00;;180,29;;180,29;1202
El Boalo                                    ;04/04/2020 7:00;11;146,51;16;213,11;231
Majadahonda                                 ;04/04/2020 7:00;172;239,47;297;413,5;800
Batres                                      ;04/04/2020 7:00;6;356,29;8;475,06;170
Alcobendas                                  ;04/04/2020 7:00;229;195,66;332;283,66;66
Alcalá de Henares                           ;04/04/2020 7:00;995;508,56;1735;886,79;53
Colmenar Viejo                              ;04/04/2020 7:00;117;230,53;160;315,26;455
San Fernando de Henares                     ;04/04/2020 7:00;164;415,91;236;598,5;1300
Villalbilla                                 ;04/04/2020 7:00;39;281,02;72;518,81;1723
El Escorial                                 ;04/04/2020 7:00;18;111,37;35;216,56;549
Colmenar del Arroyo                         ;04/04/2020 7:00;;173,91;;231,88;421
Torrejón de Ardoz                           ;04/04/2020 7:00;367;279,35;701;533,58;1489
Piñuécar-Gandullas                          ;04/04/2020 7:00;;0;;0;1147
Brea de Tajo                                ;04/04/2020 7:00;;381,68;;381,68;259
El Molar                                    ;04/04/2020 7:00;8;89,51;14;156,63;869
Torres de la Alameda                        ;04/04/2020 7:00;25;321,38;46;591,34;1548
Somosierra                                  ;04/04/2020 7:00;;0;;0;1436
Alpedrete                                   ;04/04/2020 7:00;36;247;60;411,66;105
Orusco de Tajuña                            ;04/04/2020 7:00;11;884,24;11;884,24;1028
La Hiruela                                  ;04/04/2020 7:00;;0;;0;698
Getafe                                      ;04/04/2020 7:00;335;182,69;641;349,56;650
Ribatejada                                  ;04/04/2020 7:00;;127,71;;127,71;1224
Villaconejos                                ;04/04/2020 7:00;;59,03;8;236,13;1701
Valdetorres de Jarama                       ;04/04/2020 7:00;7;155,66;11;244,61;1646
Madrid-Retiro                               ;03/04/2020 7:00;574;481,07;803;673;79603
Madrid-Salamanca                            ;03/04/2020 7:00;654;447,63;911;623,53;79604
Madrid-Centro                               ;03/04/2020 7:00;409;303,3;578;428,63;79601
Madrid-Arganzuela                           ;03/04/2020 7:00;687;446,68;904;587,76;79602
Madrid-Chamartín                            ;03/04/2020 7:00;634;434,7;897;615,02;79605
Madrid-Tetuán                               ;03/04/2020 7:00;660;417,66;1096;693,57;79606
Madrid-Chamberí                             ;03/04/2020 7:00;587;421,15;760;545,28;79607
Madrid-Fuencarral-El Pardo                  ;03/04/2020 7:00;962;391,15;1505;611,94;79608
Madrid-Moncloa-Aravaca                      ;03/04/2020 7:00;440;368,45;632;529,23;79609
Madrid-Latina                               ;03/04/2020 7:00;1078;452,53;1383;580,56;79610
Madrid-Carabanchel                          ;03/04/2020 7:00;972;384,04;1379;544,85;79611
Madrid-Usera                                ;03/04/2020 7:00;602;430,8;810;579,64;79612
Madrid-Puente de Vallecas                   ;03/04/2020 7:00;1315;559,92;1690;719,59;79613
Madrid-San Blas - Canillejas                ;03/04/2020 7:00;580;366,76;806;509,67;79620
Madrid-Barajas                              ;03/04/2020 7:00;175;357,54;246;502,6;79621
Madrid-Moratalaz                            ;03/04/2020 7:00;594;628,11;740;782,49;79614
Madrid-Ciudad Lineal                        ;03/04/2020 7:00;876;405,02;1196;552,98;79615
Madrid-Hortaleza                            ;03/04/2020 7:00;744;395,35;991;526,6;79616
Madrid-Villaverde                           ;03/04/2020 7:00;545;365,9;815;547,18;79617
Madrid-Villa de Vallecas                    ;03/04/2020 7:00;603;546,37;803;727,59;79618
Madrid-Vicálvaro                            ;03/04/2020 7:00;346;479,95;456;632,53;79619
Valdemaqueda                                ;02/04/2020 7:00;;0;;128,04;1599
Pozuelo de Alarcón                          ;03/04/2020 7:00;202;233,74;363;420,03;1150
Alcorcón                                    ;03/04/2020 7:00;598;350,7;859;503,77;72
Navalcarnero                                ;03/04/2020 7:00;64;218,44;94;320,84;967
San Agustín del Guadalix                    ;03/04/2020 7:00;11;82,22;17;127,06;1296
Las Rozas de Madrid                         ;03/04/2020 7:00;218;227,52;320;333,98;1277
Moraleja de Enmedio                         ;03/04/2020 7:00;6;116,82;14;272,59;894
Valdaracete                                 ;03/04/2020 7:00;;164,2;;164,2;1551
Pozuelo del Rey                             ;03/04/2020 7:00;;87,18;;87,18;1163
Puebla de la Sierra                         ;03/04/2020 7:00;;0;;0;1185
Perales de Tajuña                           ;03/04/2020 7:00;;170,36;;170,36;1104
Valdemorillo                                ;03/04/2020 7:00;12;95,86;15;119,83;1603
Navalafuente                                ;03/04/2020 7:00;;69,01;;69,01;941
Velilla de San Antonio                      ;03/04/2020 7:00;31;253,35;39;318,73;1678
Villanueva de la Cañada                     ;03/04/2020 7:00;34;158,55;55;256,47;1760
Villanueva del Pardillo                     ;03/04/2020 7:00;33;192,08;51;296,86;1776
Nuevo Baztán                                ;03/04/2020 7:00;13;207,14;19;302,74;1006
Villamantilla                               ;03/04/2020 7:00;;69,4;7;485,77;1757
Villamanta                                  ;03/04/2020 7:00;;0;;39,14;1744
Cabanillas de la Sierra                     ;03/04/2020 7:00;;529,1;6;793,65;297
Cenicientos                                 ;03/04/2020 7:00;6;295,13;12;590,26;376
Puentes Viejas                              ;03/04/2020 7:00;;0;;147,28;9020
Aranjuez                                    ;03/04/2020 7:00;196;328,82;258;432,84;133
Cercedilla                                  ;03/04/2020 7:00;30;426,99;39;555,08;382
Santorcaz                                   ;03/04/2020 7:00;;338,6;7;790,07;1369
Coslada                                     ;03/04/2020 7:00;348;426,15;469;574,33;493
Morata de Tajuña                            ;03/04/2020 7:00;34;442,54;69;898,09;915
Robregordo                                  ;03/04/2020 7:00;;0;;0;1261
Navarredonda y San Mamés                    ;03/04/2020 7:00;;0;;775,19;973
Venturada                                   ;03/04/2020 7:00;;46,23;;46,23;1697
El Atazar                                   ;02/04/2020 7:00;;0;;0;164
Navacerrada                                 ;03/04/2020 7:00;8;269,18;9;302,83;936
Montejo de la Sierra                        ;03/04/2020 7:00;;0;;0;881
Fresno de Torote                            ;03/04/2020 7:00;6;270,15;10;450,25;571
Pinilla del Valle                           ;03/04/2020 7:00;;0;;0;1126
Valdemaqueda                                ;03/04/2020 7:00;;0;;128,04;1599
Pinto                                       ;03/04/2020 7:00;89;169,44;140;266,53;1132
Alameda del Valle                           ;03/04/2020 7:00;;0;;0;35
Berzosa del Lozoya                          ;03/04/2020 7:00;;0;;0;203
Los Santos de la Humosa                     ;03/04/2020 7:00;;154,44;14;540,54;1375
El Álamo                                    ;03/04/2020 7:00;17;179,51;25;263,99;40
Pelayos de la Presa                         ;03/04/2020 7:00;10;385,21;11;423,73;1090
Galapagar                                   ;03/04/2020 7:00;58;171,89;99;293,4;611
Griñón                                      ;03/04/2020 7:00;34;329,49;41;397,33;663
Gargantilla del Lozoya y Pinilla de Buitrago;03/04/2020 7:00;;949,37;;949,37;632
Aldea del Fresno                            ;03/04/2020 7:00;21;739,96;25;880,9;88
Carabaña                                    ;03/04/2020 7:00;6;298,51;9;447,76;357
Talamanca de Jarama                         ;03/04/2020 7:00;8;207,42;12;311,12;1454
Chapinería                                  ;03/04/2020 7:00;;85,91;;171,82;513
Ciempozuelos                                ;03/04/2020 7:00;77;313,11;128;520,49;409
Ajalvir                                     ;03/04/2020 7:00;;106,11;6;127,33;29
San Lorenzo de El Escorial                  ;03/04/2020 7:00;30;163,32;47;255,87;1317
Gascones                                    ;03/04/2020 7:00;;0;;0;647
San Martín de la Vega                       ;03/04/2020 7:00;36;187,79;50;260,82;1322
Móstoles                                    ;03/04/2020 7:00;802;383,39;1028;491,43;920
Leganés                                     ;03/04/2020 7:00;1360;716,31;1786;940,69;745
Braojos                                     ;03/04/2020 7:00;;487,8;;975,61;246
Humanes de Madrid                           ;03/04/2020 7:00;42;212,73;62;314,04;730
Chinchón                                    ;03/04/2020 7:00;10;187,58;12;225,1;528
Cadalso de los Vidrios                      ;03/04/2020 7:00;;164,53;;164,53;318
Hoyo de Manzanares                          ;03/04/2020 7:00;11;130,42;15;177,85;724
Torrejón de la Calzada                      ;03/04/2020 7:00;7;78,9;13;146,53;1492
Estremera                                   ;03/04/2020 7:00;;79,37;;79,37;552
Corpa                                       ;03/04/2020 7:00;;561,01;;561,01;480
Meco                                        ;03/04/2020 7:00;55;384,48;96;671,09;838
Madarcos                                    ;03/04/2020 7:00;;0;;0;783
Zarzalejo                                   ;03/04/2020 7:00;;60,31;;120,63;1837
Arganda del Rey                             ;03/04/2020 7:00;140;252,76;172;310,53;148
Collado Mediano                             ;03/04/2020 7:00;;71,86;8;114,98;468
Daganzo de Arriba                           ;03/04/2020 7:00;16;156,79;31;303,77;534
Manzanares El Real                          ;03/04/2020 7:00;14;158,37;18;203,62;822
Buitrago del Lozoya                         ;03/04/2020 7:00;;265,39;10;530,79;278
Valdelaguna                                 ;03/04/2020 7:00;;0;;0;1570
Valdepiélagos                               ;03/04/2020 7:00;;0;;0;1631
Casarrubuelos                               ;03/04/2020 7:00;;79,41;6;158,81;360
Miraflores de la Sierra                     ;03/04/2020 7:00;14;229,21;22;360,18;856
Paracuellos de Jarama                       ;03/04/2020 7:00;21;83,11;37;146,42;1049
El Vellón                                   ;03/04/2020 7:00;8;408,58;9;459,65;1684
Lozoya                                      ;03/04/2020 7:00;;0;;172,12;761
Collado Villalba                            ;03/04/2020 7:00;115;180,59;164;257,54;474
Colmenarejo                                 ;03/04/2020 7:00;;43,81;13;142,39;442
Villavieja del Lozoya                       ;03/04/2020 7:00;;0;;0;1821
Prádena del Rincón                          ;03/04/2020 7:00;;0;;0;1179
La Cabrera                                  ;03/04/2020 7:00;;187,48;6;224,97;301
Sevilla la Nueva                            ;03/04/2020 7:00;10;107,32;15;160,98;1415
La Acebeda                                  ;03/04/2020 7:00;;0;;0;14
Redueña                                     ;03/04/2020 7:00;;0;;384,62;1219
Robledillo de la Jara                       ;03/04/2020 7:00;;0;;0;1245
La Serna del Monte                          ;03/04/2020 7:00;;0;;0;1381
Colmenar de Oreja                           ;03/04/2020 7:00;8;99,6;11;136,95;437
Rozas de Puerto Real                        ;03/04/2020 7:00;;0;;0;1283
Valdemanco                                  ;03/04/2020 7:00;;0;;0;1586
Brunete                                     ;03/04/2020 7:00;26;242,18;43;400,52;262
Titulcia                                    ;03/04/2020 7:00;;228,48;;380,81;1473
Villa del Prado                             ;03/04/2020 7:00;25;383,44;29;444,79;1718
Lozoyuela-Navas-Sieteiglesias               ;03/04/2020 7:00;;0;;0;9015
Quijorna                                    ;03/04/2020 7:00;7;203,55;11;319,86;1198
Valdemoro                                   ;03/04/2020 7:00;189;248,74;502;660,67;1610
Tres Cantos                                 ;03/04/2020 7:00;100;209,55;149;312,22;9036
Torrelaguna                                 ;03/04/2020 7:00;;84,03;6;126,05;1512
Rivas-Vaciamadrid                           ;03/04/2020 7:00;269;305,16;333;377,77;1230
El Atazar                                   ;03/04/2020 7:00;;0;;0;164
Pedrezuela                                  ;03/04/2020 7:00;6;101,83;6;101,83;1087
Santa María de la Alameda                   ;03/04/2020 7:00;;0;;0;1356
Horcajuelo de la Sierra                     ;03/04/2020 7:00;;0;;0;719
Arroyomolinos                               ;03/04/2020 7:00;75;238,88;84;267,55;151
Moralzarzal                                 ;03/04/2020 7:00;27;207,28;31;237,99;908
Canencia                                    ;03/04/2020 7:00;;223,71;;223,71;344
Villarejo de Salvanés                       ;03/04/2020 7:00;23;313,57;26;354,46;1809
Serranillos del Valle                       ;03/04/2020 7:00;13;312,12;17;408,16;1408
Villaviciosa de Odón                        ;03/04/2020 7:00;87;312,56;116;416,74;1816
Camarma de Esteruelas                       ;03/04/2020 7:00;17;231,73;31;422,57;323
Robledo de Chavela                          ;03/04/2020 7:00;;117,1;7;163,93;1258
Patones                                     ;03/04/2020 7:00;;0;;184,84;1071
Navalagamella                               ;03/04/2020 7:00;;76,63;;191,57;954
Rascafría                                   ;03/04/2020 7:00;;180,29;;180,29;1202
El Boalo                                    ;03/04/2020 7:00;9;119,87;13;173,15;231
Majadahonda                                 ;03/04/2020 7:00;188;261,74;287;399,58;800
Batres                                      ;03/04/2020 7:00;6;356,29;7;415,68;170
Alcobendas                                  ;03/04/2020 7:00;233;199,08;313;267,43;66
Alcalá de Henares                           ;03/04/2020 7:00;919;469,72;1612;823,92;53
Colmenar Viejo                              ;03/04/2020 7:00;103;202,95;138;271,91;455
San Fernando de Henares                     ;03/04/2020 7:00;165;418,44;217;550,31;1300
Villalbilla                                 ;03/04/2020 7:00;38;273,81;67;482,78;1723
El Escorial                                 ;03/04/2020 7:00;20;123,75;34;210,37;549
Colmenar del Arroyo                         ;03/04/2020 7:00;;173,91;;231,88;421
Torrejón de Ardoz                           ;03/04/2020 7:00;328;249,67;637;484,87;1489
Piñuécar-Gandullas                          ;03/04/2020 7:00;;0;;0;1147
Brea de Tajo                                ;03/04/2020 7:00;;381,68;;381,68;259
El Molar                                    ;03/04/2020 7:00;8;89,51;12;134,26;869
Belmonte de Tajo                            ;03/04/2020 7:00;;120,19;;120,19;199
Torres de la Alameda                        ;03/04/2020 7:00;23;295,67;42;539,92;1548
Somosierra                                  ;03/04/2020 7:00;;0;;0;1436
Alpedrete                                   ;03/04/2020 7:00;40;274,44;58;397,94;105
Orusco de Tajuña                            ;03/04/2020 7:00;10;803,86;10;803,86;1028
La Hiruela                                  ;03/04/2020 7:00;;0;;0;698
Cervera de Buitrago                         ;03/04/2020 7:00;;666,67;;666,67;395
Getafe                                      ;03/04/2020 7:00;339;184,87;623;339,74;650
Ribatejada                                  ;03/04/2020 7:00;;127,71;;127,71;1224
Villaconejos                                ;03/04/2020 7:00;;88,55;8;236,13;1701
Valdetorres de Jarama                       ;03/04/2020 7:00;7;155,66;10;222,37;1646
Madrid-Retiro                               ;02/04/2020 7:00;554;464,31;770;645,34;79603
Madrid-Salamanca                            ;02/04/2020 7:00;638;436,68;869;594,78;79604
Madrid-Centro                               ;02/04/2020 7:00;375;278,09;531;393,78;79601
Madrid-Arganzuela                           ;02/04/2020 7:00;628;408,31;819;532,5;79602
Madrid-Chamartín                            ;02/04/2020 7:00;612;419,61;839;575,25;79605
Madrid-Tetuán                               ;02/04/2020 7:00;613;387,92;1014;641,68;79606
Madrid-Chamberí                             ;02/04/2020 7:00;540;387,43;703;504,38;79607
Madrid-Fuencarral-El Pardo                  ;02/04/2020 7:00;900;365,94;1393;566,4;79608
Madrid-Moncloa-Aravaca                      ;02/04/2020 7:00;413;345,84;587;491,55;79609
Madrid-Latina                               ;02/04/2020 7:00;1034;434,06;1284;539;79610
Madrid-Carabanchel                          ;02/04/2020 7:00;964;380,88;1298;512,84;79611
Madrid-Usera                                ;02/04/2020 7:00;593;424,36;772;552,45;79612
Madrid-Puente de Vallecas                   ;02/04/2020 7:00;1285;547,14;1649;702,13;79613
Madrid-San Blas - Canillejas                ;02/04/2020 7:00;588;371,82;758;479,32;79620
Madrid-Barajas                              ;02/04/2020 7:00;173;353,46;232;474;79621
Madrid-Moratalaz                            ;02/04/2020 7:00;572;604,84;710;750,77;79614
Madrid-Ciudad Lineal                        ;02/04/2020 7:00;848;392,08;1122;518,76;79615
Madrid-Hortaleza                            ;02/04/2020 7:00;757;402,26;939;498,97;79616
Madrid-Villaverde                           ;02/04/2020 7:00;544;365,23;787;528,38;79617
Madrid-Villa de Vallecas                    ;02/04/2020 7:00;585;530,06;778;704,93;79618
Madrid-Vicálvaro                            ;02/04/2020 7:00;333;461,92;439;608,95;79619
Pozuelo de Alarcón                          ;02/04/2020 7:00;211;244,15;352;407,3;1150
Alcorcón                                    ;02/04/2020 7:00;580;340,15;788;462,13;72
Navalcarnero                                ;02/04/2020 7:00;65;221,86;93;317,43;967
San Agustín del Guadalix                    ;02/04/2020 7:00;12;89,69;17;127,06;1296
Las Rozas de Madrid                         ;02/04/2020 7:00;207;216,04;295;307,89;1277
Moraleja de Enmedio                         ;02/04/2020 7:00;7;136,29;14;272,59;894
Valdaracete                                 ;02/04/2020 7:00;;164,2;;164,2;1551
Pozuelo del Rey                             ;02/04/2020 7:00;;87,18;;87,18;1163
Puebla de la Sierra                         ;02/04/2020 7:00;;0;;0;1185
Perales de Tajuña                           ;02/04/2020 7:00;;170,36;;170,36;1104
Valdemorillo                                ;02/04/2020 7:00;12;95,86;16;127,82;1603
Navalafuente                                ;02/04/2020 7:00;;138,03;;138,03;941
Velilla de San Antonio                      ;02/04/2020 7:00;29;237,01;37;302,39;1678
Villanueva de la Cañada                     ;02/04/2020 7:00;37;172,53;54;251,81;1760
Villanueva del Pardillo                     ;02/04/2020 7:00;33;192,08;49;285,22;1776
Nuevo Baztán                                ;02/04/2020 7:00;14;223,07;19;302,74;1006
Villamantilla                               ;02/04/2020 7:00;;69,4;7;485,77;1757
Villamanta                                  ;02/04/2020 7:00;;0;;39,14;1744
Cabanillas de la Sierra                     ;02/04/2020 7:00;;661,38;6;793,65;297
Cenicientos                                 ;02/04/2020 7:00;6;295,13;12;590,26;376
Puentes Viejas                              ;02/04/2020 7:00;;0;;147,28;9020
Aranjuez                                    ;02/04/2020 7:00;193;323,79;242;405,99;133
Cercedilla                                  ;02/04/2020 7:00;31;441,22;37;526,62;382
Santorcaz                                   ;02/04/2020 7:00;;338,6;7;790,07;1369
Coslada                                     ;02/04/2020 7:00;335;410,23;445;544,94;493
Morata de Tajuña                            ;02/04/2020 7:00;32;416,5;67;872,06;915
Robregordo                                  ;02/04/2020 7:00;;0;;0;1261
Navarredonda y San Mamés                    ;02/04/2020 7:00;;0;;775,19;973
Venturada                                   ;02/04/2020 7:00;;46,23;;46,23;1697
Navacerrada                                 ;02/04/2020 7:00;8;269,18;8;269,18;936
Montejo de la Sierra                        ;02/04/2020 7:00;;0;;0;881
Fresno de Torote                            ;02/04/2020 7:00;8;360,2;10;450,25;571
Pinilla del Valle                           ;02/04/2020 7:00;;0;;0;1126
Navas del Rey                               ;02/04/2020 7:00;22;753,94;37;1267,99;992
Olmeda de las Fuentes                       ;02/04/2020 7:00;;862,07;;862,07;1013
Bustarviejo                                 ;02/04/2020 7:00;;159,81;;159,81;284
Becerril de la Sierra                       ;02/04/2020 7:00;;52,5;10;175,01;186
Fuenlabrada                                 ;02/04/2020 7:00;682;352,09;913;471,35;587
Garganta de los Montes                      ;02/04/2020 7:00;;0;;288,18;626
Pinto                                       ;02/04/2020 7:00;91;173,25;134;255,11;1132
Alameda del Valle                           ;02/04/2020 7:00;;0;;0;35
Berzosa del Lozoya                          ;02/04/2020 7:00;;0;;0;203
Los Santos de la Humosa                     ;02/04/2020 7:00;;115,83;13;501,93;1375
El Álamo                                    ;02/04/2020 7:00;17;179,51;25;263,99;40
Pelayos de la Presa                         ;02/04/2020 7:00;10;385,21;11;423,73;1090
Galapagar                                   ;02/04/2020 7:00;54;160,04;90;266,73;611
Griñón                                      ;02/04/2020 7:00;30;290,73;36;348,87;663
Gargantilla del Lozoya y Pinilla de Buitrago;02/04/2020 7:00;;949,37;;949,37;632
Aldea del Fresno                            ;02/04/2020 7:00;22;775,19;25;880,9;88
Carabaña                                    ;02/04/2020 7:00;6;298,51;9;447,76;357
Talamanca de Jarama                         ;02/04/2020 7:00;;103,71;8;207,42;1454
Chapinería                                  ;02/04/2020 7:00;;85,91;;171,82;513
Ciempozuelos                                ;02/04/2020 7:00;75;304,98;122;496,1;409
Ajalvir                                     ;02/04/2020 7:00;;84,89;;84,89;29
San Lorenzo de El Escorial                  ;02/04/2020 7:00;31;168,76;46;250,42;1317
Gascones                                    ;02/04/2020 7:00;;0;;0;647
San Martín de la Vega                       ;02/04/2020 7:00;35;182,58;47;245,17;1322
Móstoles                                    ;02/04/2020 7:00;782;373,83;979;468,01;920
Leganés                                     ;02/04/2020 7:00;1218;641,52;1581;832,71;745
Braojos                                     ;02/04/2020 7:00;;0;;487,8;246
Cubas de la Sagra                           ;02/04/2020 7:00;11;171,53;12;187,12;506
Algete                                      ;02/04/2020 7:00;34;164,96;42;203,77;91
Mejorada del Campo                          ;02/04/2020 7:00;79;339,43;102;438,26;843
Loeches                                     ;02/04/2020 7:00;28;318,51;34;386,76;758
Parla                                       ;02/04/2020 7:00;294;225,94;393;302,02;1065
Fuentidueña de Tajo                         ;02/04/2020 7:00;9;438,38;13;633,22;604
Ambite                                      ;02/04/2020 7:00;;506,76;;506,76;112
Torremocha de Jarama                        ;02/04/2020 7:00;7;686,95;8;785,08;1533
Anchuelo                                    ;02/04/2020 7:00;;314,71;;393,39;127
Los Molinos                                 ;02/04/2020 7:00;18;410,12;24;546,82;875
Soto del Real                               ;02/04/2020 7:00;26;295,49;29;329,58;1441
Valverde de Alcalá                          ;02/04/2020 7:00;;860,22;;1075,27;1662
Fuente el Saz de Jarama                     ;02/04/2020 7:00;;44,8;8;119,47;590
Horcajo de la Sierra-Aoslos                 ;02/04/2020 7:00;;689,66;;1379,31;702
Valdeolmos-Alalpardo                        ;02/04/2020 7:00;;96,71;;96,71;1625
Campo Real                                  ;02/04/2020 7:00;9;144,93;10;161,03;339
Valdeavero                                  ;02/04/2020 7:00;;193,05;;321,75;1564
Villamanrique de Tajo                       ;02/04/2020 7:00;;284,5;;284,5;1739
Cobeña                                      ;02/04/2020 7:00;15;201,94;21;282,71;416
Fresnedillas de la Oliva                    ;02/04/2020 7:00;;63,61;;127,23;565
Valdilecha                                  ;02/04/2020 7:00;7;238,66;7;238,66;1659
El Berrueco                                 ;02/04/2020 7:00;;263,16;;263,16;210
Pezuela de las Torres                       ;02/04/2020 7:00;;118,76;;118,76;1111
Villar del Olmo                             ;02/04/2020 7:00;;99,45;;99,45;1795
Hoyo de Manzanares                          ;02/04/2020 7:00;10;118,57;13;154,14;724
Torrejón de la Calzada                      ;02/04/2020 7:00;8;90,17;13;146,53;1492
Estremera                                   ;02/04/2020 7:00;;79,37;;79,37;552
Corpa                                       ;02/04/2020 7:00;;561,01;;561,01;480
Meco                                        ;02/04/2020 7:00;57;398,46;91;636,14;838
Madarcos                                    ;02/04/2020 7:00;;0;;0;783
Zarzalejo                                   ;02/04/2020 7:00;;120,63;;120,63;1837
